Ticker,FDX,FDX,FDX,FDX,FDX,JNJ,JNJ,JNJ,JNJ,JNJ,AAPL,AAPL,AAPL,AAPL,AAPL,HD,HD,HD,HD,HD,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,COP,COP,COP,COP,COP,MS,MS,MS,MS,MS
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-14,145.0064392700922,149.88099387201478,144.5235411315392,147.72161865234375,5076600,125.26066594021377,126.60783125523162,124.98431757968955,126.53011322021484,7037500,76.67448226895164,76.88511195829709,75.57774940600967,75.70121765136719,161954400,195.98229687364739,198.15811727013343,195.83254573981952,196.2729949951172,3915100,71.65740633981173,71.78828087353631,71.04881242286127,71.18914794921875,26076000,53.74659590548485,53.83724537256958,53.28511228195738,53.680667877197266,6119400,44.84511492467369,45.005697473293516,44.523946603338054,44.67607879638672,9602000
2020-01-15,148.53250869284076,148.53250869284076,144.56908517148895,145.0064239501953,2971800,126.42649235796222,127.29006133083632,126.28833133683513,126.9532699584961,4960300,75.50028381601487,76.38396369325629,74.94343907710318,75.3768081665039,121923600,195.80606949734963,198.1844921759239,195.67394013132258,197.8409423828125,3444300,71.31006405553765,71.69621832129545,71.24238683022108,71.61759185791016,21550000,53.56529235839844,53.83724073623307,53.103808774612844,53.56529235839844,3933300,44.35490209657454,44.743682861328125,44.042187413976684,44.743682861328125,11342500
2020-01-16,146.318445186636,147.1202444838902,144.7239667949817,145.36175537109375,2343700,127.30731337324703,128.5335795116863,126.25375836274023,127.98089599609375,6476000,75.92152071901803,76.43236486391163,75.55836410557868,76.32099151611328,108829200,199.0213449591694,201.60238394816295,198.5544699390221,201.56715393066406,5390800,71.92861081434542,72.18986633810621,71.65740833978604,72.16299438476562,26080000,53.88668784909128,54.06798678191135,53.367518776486996,53.622982025146484,4315200,47.37219785232246,48.47938152916581,47.0341287894768,47.70181655883789,34590700
2020-01-17,145.22510109491623,146.8560186991153,144.46886105297222,145.76266479492188,1846100,128.16226536877357,129.02583428061436,127.74774280363859,128.81857299804688,9083600,76.57037231867773,77.16837061022176,76.26290232469962,77.16595458984375,137816400,202.26306990839763,204.8969608037538,201.6464437540419,204.2891387939453,7979200,72.77905637158437,73.67526918873557,72.48098189602656,73.62401580810547,52424000,53.796038382681246,53.91965186298973,53.433440517041106,53.622982025146484,4765500,47.54967981504345,48.656863386241916,47.48206729856425,48.60615158081055,15403900
2020-01-21,144.96087715538104,145.015542764352,142.8743803946631,143.5303955078125,2460400,128.3090730747029,129.68214450957132,128.2399859791288,128.90493774414062,9543900,76.79310894375465,77.23615682397768,76.50500406521856,76.64300537109375,110843200,203.95437206159116,205.8306896474443,203.54034880610772,205.2052459716797,4873500,73.59812431900943,74.13954214804811,73.160716663624,73.75985717773438,48930000,53.21095026647024,53.441692115475284,52.69177796258699,52.76594543457031,6974000,47.228509200532194,47.73561429920232,46.63688443601999,47.26231384277344,20833900
2020-01-22,143.4939550714488,144.73309317337365,141.65346747092468,141.7172393798828,1911100,126.68555915358351,128.82720640632772,126.08106353914154,128.0240936279297,10305300,77.1296258918447,77.47099402402007,76.82215592624772,76.91658020019531,101832400,205.9451774231686,208.3588432499155,205.14357030328873,205.1611785888672,4030800,74.13208207250838,74.67199649799004,73.78026373101446,73.84046936035156,28458000,52.576413656248626,52.576413656248626,51.77705651716534,51.92538833618164,6755800,47.48206155340593,47.76096838929182,47.203151493424464,47.211605072021484,10276800
2020-01-23,141.22523698017855,141.53501803431402,139.15696671357009,141.11590576171875,2059100,127.84276132235416,128.47317624075706,126.73739394964514,128.2659149169922,8671900,76.96985393819801,77.3669014145498,76.42027207993955,77.2870101928711,104472000,204.48294356533665,206.85256233863734,203.17040015103518,205.8218994140625,4617900,74.02360392331533,74.31968898431825,73.66382040673582,73.88127899169922,26650000,51.101303306116876,52.213815454031305,50.77991195570452,52.03251647949219,6199900,46.670694380604104,47.034120899669475,46.31571821645145,46.93269729614258,10064500
2020-01-24,141.80833616366363,141.80833616366363,138.7742702362949,140.37786865234375,1973600,128.3090721263897,128.62858841116943,127.74774442037968,128.0845489501953,9051900,77.5339532626897,78.27963174807223,76.8730054274966,77.06427001953125,146537600,206.53543938354667,207.38989844310083,203.0999276484162,204.36842346191406,4467500,74.28584264769104,74.35451457543209,72.810892040463,72.95968627929688,29786000,51.66991668406172,51.66991668406172,51.13426238935671,51.60398864746094,5689500,46.932696934122134,47.000312669285165,45.72409307289642,46.10442352294922,9752000
2020-01-27,136.76985075198553,136.8336226812622,134.40090501028817,135.2938232421875,3368400,127.39368554355593,129.06901128797347,126.94462603400736,128.45587158203125,7587100,75.06688907368486,75.48088552561684,73.8127900649216,74.79815673828125,161940000,201.02097093583373,204.78241009547116,201.02097093583373,203.6548614501953,3595600,71.2364267268566,71.48722657038118,70.63728617423324,71.24588012695312,34132000,50.57389387813932,50.952973855508674,50.13713157593603,50.30194854736328,7321100,44.79439722899704,45.37756840960581,44.676072921983284,44.887367248535156,10649100
2020-01-28,136.44180861591056,136.6240319570513,134.03642436570334,135.21177673339844,2190000,128.2054554677668,130.02758652700055,127.93773801757153,129.1035614013672,7336600,75.68186595866302,77.08606906211398,75.58260222996032,76.91417694091797,162234000,204.2099155575074,207.23139123930454,203.79589214900378,206.00694274902344,3621900,71.74399693020122,72.39388973398827,71.17770407698895,72.17991638183594,29724000,50.77167180364913,50.82935726861849,50.18657457689012,50.41731643676758,4824700,45.470550238559944,46.011463339161075,45.1155772253266,45.656490325927734,9232900
